Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
1930,06-Aug-30,06h00,USA,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,Unprovoked,M,,Lacerations to foot & ankle,N,,1930.08.06,1184,1,
1930,11-Jul-30,,USA,Florida,"Jensen Beach, Martin County",Swimming,Unprovoked,M,21,Arm lacerated from shoulder to wrist,N,Tiger shark,1930.07.11,1182,1,
1930,Reported 07-Mar-1930,,USA,Florida,70 miles off Tarpon Springs,Sponge diving,Unprovoked,M,,No injury to diver but shark left 3 toothmarks in his helmet,N,,1930.03.07.R,1176,1,
1930,Reported 11-May-1930,,TURKEY,,Ye?ilk�y,Fishing,Boating,M,,No injury but shark damaged boat,N,,1930.05.11.R,1179,1,
1930,16-Aug-30,,SPAIN,Canary Islands,"El Escabonal, Tenerife ",Swimming,Unprovoked,M,38,Leg bitten,N,,1930.08.16,1185,1,
1930,16-Jan-30,17h30,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,Unprovoked,M,23,Torso & arm bitten,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",1930.01.16,1171,1,
1930,08-Apr-30,,SOUTH AFRICA,Eastern Cape Province,Bashee River,,Invalid,M,17,Remains of drowning victim recovered from shark,Y,"250-lb female ""blue fin"" shark",1930.04.08,1177,1,
1930,1930,,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,Unprovoked,M,,FATAL,Y,,1930.00.00.a,1168,1,
1930,1930,,OKINAWA,,,,Unprovoked,M,17,Survived,N,,1930.00.00.c,1169,1,
1930,22-Jan-30,,MEXICO,Veracruz,Panuco River Mouth,Fishing schooner Jose Luis foundered,Boating,,,remains of one of the crew found in shark,Y,,1930.01.22,1172,1,
1930,Jan-30,,MAURITIUS,,Two miles from shore in Tamarind Bay,Swimming to shore after a squall  capsized their motorized shark fishing boat,Sea Disaster,M,,Five men were said to have been killed by sharks ,Y,,1930.01.00,1170,1,
1930,Reported 26-Sep-1930,,HONDURAS,Black River,,Swimming,Unprovoked,M,,FATAL,Y,,1930.09.26.R,1188,1,
1930,19-Jul-30,Evening,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,Unprovoked,M,29,"Right arm & leg bitten, arm & leg surgically amputated ",N,,1930.07.19,1183,1,
1930,11-May-30,,COSTA RICA,Lim�n Province,Off Porto Limon,Air disaster,Invalid,,,Shark involvement prior to death was not confirmed,Y,,1930.05.11,1178,1,
1930,1930,,AZORES,,,,Boating,,,"No inury to occupants, shark struck boat",N,,1930.09.12.R,1187,1,
1930,31-Aug-30,15h30,AUSTRALIA,Western Australia,Geraldton,Fishing,Unprovoked,M,17,Minor injury,N,,1930.08.31,1186,1,
1930,Reported 03-Feb-1930,,AUSTRALIA,Western Australia,Onslow,Removing shark from a trap,Provoked,M,,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,,1930.02.03.R,1173,1,
1930,02-Dec-30,,AUSTRALIA,Victoria,Rosebud,Fishing,Boating,,,No injury to occupants, shark seized gunwale & tried to overturn boat,N,7 shark's teeth found embedded in the woodwork of the boat,1930.12.02,1191,1
1930,15-Feb-30,16h30,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Diving off pier & treading water,Unprovoked,M,18,FATAL,Y,White shark 4.9 m [16'] ,1930.02.15,1174,1,
1930,04-Jun-30,,AUSTRALIA,Torres Strait,Near Mabuiag Island,,Unprovoked,M,,FATAL,Y,,1930.06.04,1181,1,
1930,20-Feb-30,,AUSTRALIA,Torres Strait,,Pearl diving,Unprovoked,M,19,Arm & chest injured,N,,1930.02.20,1175,1,
1930,30-Nov-30,,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Thrown into water from fishing dinghy,Unprovoked,M,,Laceration to leg,N,,1930.11.30,1189,1,
1930,25-Dec-30,14h30,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,Unprovoked,M,49,"Bumped by shark, legs abraded",N,,1930.12.25,1193,1,
1930,13-Dec-30,,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,Unprovoked,M,,FATAL,Y,,1930.12.13,1192,1,
1930,Dec-30,,AUSTRALIA,New South Wales,Parramata River,,Unprovoked,M,,FATAL,Y,,1930.12.00,1190,1,
1929,05-Aug-29,,USA,South Carolina,Fort Moultrie,Bathing,Unprovoked,M,,Left foot & ankle bitten,N,,1929.08.05,1157,1,
1929,23-Jun-29,,USA,Florida,"Fort Pierce, St Lucie County",Fishing,Provoked,M,,Leg bitten by hooked shark PROVOKED INCIDENT,N,9-foot shark,1929.06.23,1154,1,
1929,16-Mar-29,12h00,USA,Florida,"Sea Spray, Palm Beach",Swimming,Unprovoked,M,26,Right sole & toes lacerated,N,,1929.03.16,1147,1,
1929,1929,,USA,Florida,Indian River area,Fishing,Provoked,M,,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,9' shark,1929.00.00.c,1133,1,
1929,1929,,USA,Florida,"Cape Canaveral, Brevard County",Hardhat diving ,Unprovoked,M,27,"�Put hand through hatch, shark nearly bit off thumb�",N,,1929.00.00.a,1131,1,
1929,06-Jan-29,,TURKEY,,San Stefano,Fishing boat,Boating,M,,FATAL,Y,,1929.01.06.R,1137,1,
1929,02-Oct-29,,SPAIN,Valencia,Nasareth Beach,Fishing ,Unprovoked,M,,Arm injured when sharks rammed his boat,N,,1929.10.02,1159,1,
1929,14-Jan-29,,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,Unprovoked,F,,"One was bitten on the leg, the other on the arm",N,,1929.01.14,1139,1,
1929,29-Jul-29,,MEXICO,Tamaulipas,Tampico,Swimming,Unprovoked,M,,Right leg severed below knee,N,,1929.07.29,1156,1,
1929,29-Nov-29,,KIRIBATI,Phoenix Islands,Nikumaroro Island,"Sea Disaster, wreck of the  SS Norwich City",Sea Disaster,,,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,,1929.11.29,1162,1,
1929,05-Jan-29,,FIJI,Viti Levu Island,Suva Harbor,Diving for coins thrown from ship S.S. Moeraki,Unprovoked,M,,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,,1929.01.05,1136,1,
1929,21-Nov-29,,CUBA,Cienfuegos Province,Cienfuegos,Fishing,Unprovoked,M,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,,1929.11.21,1161,1,
1929,Reported 17-Jul-1929,,CAPE VERDE,Santiago Island,Tarrafal,,Invalid,F,,Body of woman recovered from shark,Y,15' shark,1929.07.17.R,1155,1,
1929,09-Feb-29,,AUSTRALIA,Western Australia,Glenelg,Canoeing,Boating,,,"No injury, shark pushed canoe from jetty to a point 100 m away",N,"Blue pointer, 12'",1929.02.09,1142,1,
1929,21-Dec-29,,AUSTRALIA,Torres Strait,Thursday Island,Diving,Unprovoked,M,,Recovered at Thursday Island Hospital,N,,1929.12.21,1166,1,
1929,13-Dec-29,,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,Unprovoked,M,,Injuries to chest & arm,N,,1929.12.13,1164,1,
1929,20-Oct-29,,AUSTRALIA,Torres Strait,Near Badu Island,Pearl diving,Unprovoked,M,,Heel injured,N,,1929.10.20,1160,1,
1929,31-May-29,,AUSTRALIA,Torres Strait,,Pearl diving,Unprovoked,M,,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,,1929.05.31,1153,1,
1929,09-Apr-29,,AUSTRALIA,Torres Strait,Badu Island,,Unprovoked,M,,FATAL,Y,,1929.04.09,1149,1,
1929,04-Apr-29,,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,Unprovoked,M,,FATAL,Y,,1929.04.04,1148,1,
1929,12-Mar-29,,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,Unprovoked,M,,FATAL,Y,,1929.03.12,1146,1,
1929,04-Mar-29,,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,Unprovoked,M,9,Foot bitten,N,"""a dog shark""",1929.03.04.b,1145,1,
1929,04-Mar-29,,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,Unprovoked,M,12,Legs bitten,N,"""a dog shark""",1929.03.04.a,1144,1,
1929,Ca. 1929,,AUSTRALIA,South Australia,Ardrossan,"Wading, netting fish",Provoked,M,,Bitten below the knee,N,"""a dog shark""",1929.00.00.d,1134,1,
1929,Reported 03-Dec-1929,,AUSTRALIA,Queensland,Townsville,,Unprovoked,M,50s,FATAL,Y,,1929.12.03.R,1163,1,
1929,01-Sep-29,,AUSTRALIA,Queensland,"Ross River, Townsville",Fell from wharf into water & attacked immediately,Unprovoked,M,42,"FATAL, severe injuries to both legs ",Y,,1929.09.01,1158,1,
1929,Reported 26-Apr-1929,,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trepang,Unprovoked,M,,Thigh bitten,N,,1929.04.26.R,1152,1,
1929,Reported 17-Apr-1929,,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trochus,Unprovoked,M,,Lacerations to right wrist,N,,1929.04.17.R,1151,1,
1929,11-Apr-29,13h45,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,Provoked,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,"Grey nurse shark, 4' ",1929.04.11,1150,1,
1929,27-Jan-29,17h30,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,Unprovoked,M,  ,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,,1929.01.27,1140,1,
1929,26-Dec-29,,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving by wharf,Unprovoked,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,Tiger shark,1929.12.26,1167,1,
1929,16-Dec-29,,AUSTRALIA,New South Wales,Collaroy,Bathing or body surfing ,Unprovoked,F,17,Superficial lacerations on right leg,N,"""a small shark""",1929.12.16,1165,1,
1929,18-Feb-29,15h30,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,Unprovoked,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,,1929.02.18,1143,1,
1929,08-Feb-29,16h00,AUSTRALIA,New South Wales,Bondi,Swimming,Unprovoked,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,,1929.02.08,1141,1,
1929,12-Jan-29,18h10,AUSTRALIA,New South Wales,Bondi,Body surfing,Unprovoked,M,14,"FATAL, right thigh & hip bitten",Y,12' shark,1929.01.12,1138,1,
1929,Reported 1929,,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,Invalid,M,,"Later found to be fixtion, never happened",N,,1929.00.00.e.R,1135,1,
1929,1929,,AUSTRALIA,New South Wales,"Garden Island, Sydney",,Unprovoked,M,,Hand lacerated,N,,1929.00.00.b,1132,1,
1928,12-Nov-28,,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",Sea Disaster,M,,FATAL,Y,,1928.11.12,1127,1,
1928,Sep-28,,USA,Texas,Corpus Christi,Fishing,Unprovoked,M,,Knee bitten,N,,1928.09.00,1125,1,
1928,18-Nov-28,,USA,New Jersey,"Seabright, Monmouth County",Fishing,Provoked,M,,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,"""Blue nose sharks""",1928.11.18,1129,1,
1928,Reported 24-Aug-1928,,USA,New Jersey,Off shore,,Invalid,M,,Thumb & coat sleeve recovered from shark's gut,UNKNOWN,7' shark,1928.08.24.R,1124,1,
1928,Reported 24-Jun-1928,,USA,Florida,"Daytona Beach, Volusia County",Swimming,Unprovoked,M,,Bitten on leg,N,,1928.06.24.R,1121,1,
1928,21-Jan-28,Night,USA,Florida,,Swimming,Invalid,,,Body not recovered ,Y,Shark involvement not confirmed,1928.01.21.b,1109,1,
1928,Some time between 08-Jan-1928 & 21-Jan-1928,Night,USA,Florida,Off Florida coast,Jumped overboard and swimming,Invalid,M,,"FATAL, presumed taken by shark/s",Y,Shark involvement not confirmed,1928.01.21.a,1108,1,
1928,1928,11h00,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,Unprovoked,M,25,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N,,1928.00.00,1105,1,
1928,02-Jan-28,,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",,Unprovoked,F,,Leg lacerated,N,,1928.01.02,1107,1,
1928,Jan-28,11h00,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Body surfing,Unprovoked,M,18,Foot bitten,N,1.2 m [4'] shark,1928.01.00,1106,1,
1928,04-Nov-28,10h00,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,Unprovoked,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,Moreno�s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,1928.11.04,1126,1,
1928,09-Apr-28,Evening,JAMAICA,,"Coal wharf, Port Royal",Diving,Unprovoked,M,,FATAL,Y,,1928.04.09,1117,1,
1928,Late Jul-1928,,ITALY,Tuscany,Viareggio,Boating,Provoked,M,,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,"Species unknown, possibly a white shark",1928.07.00,1122,1,
1928,Reported 15-Nov-1928,,INDIA,,,,Boating,M,24,"No injury to occupants, shark bit keel",N,,1928.11.15.R,1128,1,
1928,27-May-28,13h00,INDIA,,,,Invalid,M,,No details,UNKNOWN,Shark involvement not confirmed,1928.05.17,1120,1,
1928,Feb-28,,COSTA RICA,Near Puntarenas,,Swimming,Unprovoked,F,,Right leg severely lacerated. Surgically amputated,N,,1928.02.00.b,1112,1,
1928,Feb-28,,COSTA RICA,Near Puntarenas,,Swimming,Unprovoked,M,,Right leg & hand severely lacerated,N,,1928.02.00.a,1111,1,
1928,20-Feb-28,,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Pearl diving,Unprovoked,M,,FATAL,Y,,1928.02.20,1113,1,
1928,27-Jan-28,,AUSTRALIA,Torres Strait,Deliverance Island,Retrieving meat from a cage in the water,Unprovoked,M,78,FATAL,Y,,1928.01.27,1110,1,
1928,Reported 14-Apr-1928,,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,Unprovoked,M,,Severe lacerations to arm,N,Tiger shark,1928.04.14.R,1119,1,
1928,06-Apr-28,Morning,AUSTRALIA,Queensland,Graceville,Bathing,Unprovoked,M,15,Lacerations to right leg ,N,4' shark,1928.04.06,1116,1,
1928,Reported 28-Mar-1928,,AUSTRALIA,Queensland,,,Unprovoked,M,,Hip bitten,N,,1928.03.28.R,1114,1,
1928,14-Apr-28,16h00,AUSTRALIA,New South Wales,Bondi,Treading water,Unprovoked,M,19,Tissue of left leg stripped from knee to ankle ,N,,1928.04.14,1118,1,
1928,04-Apr-28,18h00,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Standing in waist-deep water,Unprovoked,M,28,"FATAL, right hand severed, large lacerations on thigh",Y,,1928.04.04,1115,1,
1928,21-Dec-28,,AUSTRALIA,,,Pearl diving,Unprovoked,M,,Injuries to arm ,N,,1928.12.21,1130,1,
1928,11-Jul-28,,AUSTRALIA,,,Pearl diving,Unprovoked,M,,Injuries to chest,N,,1928.07.11,1123,1,
1927,Reported 08-Jan-1927,,USA,California,"Catalina Channel, Los Angeles County",Swimming,Unprovoked,M,,Lost hand,N,,1927.01.08.R,1089,1,
1927,28-Dec-27,11h00,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,Unprovoked,M,17,"FATAL, leg bitten  ",Y,"White shark, 4.4 m [14.5'] . ",1927.12.28,1104,1,
1927,20-Jan-27,11h45,SOUTH AFRICA,Eastern Cape Province,Kidd�s Beach,Body surfing,Unprovoked,M,,Both thighs  lacerated,N,"Raggedtooth shark, 1.5 m [5'] ",1927.01.20,1090,1,
1927,29-May-27,,PHILIPPINES,Luzon Island,Bondoc Peninsula,Sea disaster,Sea Disaster,,," 55  perished, some were  taken by sharks",Y,,1927.05.29,1098,1,
1927,14-Feb-27,,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Feeling the shark�s teeth,Provoked,M,,"Sharks�s jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N,,1927.02.14,1093,1,
1927,Feb-27,,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,Provoked,M,70,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,Mako shark,1927.02.00,1091,1,
1927,Oct-27,,FIJI,,a river,"Standing, collecting bananas",Unprovoked,M,,Leg bitten. He survived,N,,1927.10.00,1100,1,
1927,25-Oct-27,12h00,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,Sea Disaster,,,"Of 1256 on board, 295 perished, some were taken by sharks",Y,,1927.10.25,1102,1,
1927,20-Apr-27,,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,Unprovoked,M,,Extensive injuries to left leg,N,,1927.04.10,1096,1,
1927,1927,,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,Unprovoked,M,,Shoulder bitten,N,,1927.00.00.a,1086,1,
1927,Reported 09-May 1927,,AUSTRALIA,Queensland,Off Cairns,Walking,Unprovoked,M,,FATAL,Y,,1927.05.09.R,1097,1,
1927,08-Apr-27,,AUSTRALIA,Queensland,Near Thursday Island,Pearl diving,Unprovoked,M,,Leg injured,N,,1927.04.08,1095,1,
1927,09-Feb-27,,AUSTRALIA,Queensland,Brisbane River,Attempting to rescue drowning man,Unprovoked,M,,"No injury, but trouser leg shredded by shark",N,,1927.02.09,1092,1,
1927,03-Nov-27,,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",The steamer Tahiti collided with the ferry Greycliffe,Sea Disaster,,,40 people perished,Y,,1927.11.03,1103,1,
1927,12-Oct-27,,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Riding horseback across the creek,Unprovoked,M,,No injury to man or horse,N,,1927.10.12,1101,1,
1927,03-Jul-27,,AUSTRALIA,New South Wales,Bellambi Reef,,Boating,,,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N,,1927.07.03,1099,1,
1927,11-Mar-27,15h00,AUSTRALIA,New South Wales,Mereweather Beach,Body surfing / treading water,Unprovoked,M,17,"Right buttock & thigh bitten, thumb removed",N,Grey nurse shark?,1927.03.01,1094,1,
1927,03-Jan-27,11h30,AUSTRALIA,New South Wales,"Grey�s Point, Port Hacking",Swimming,Unprovoked,M,15,"FATAL, leg bitten from thigh to ankle",Y,3.7 m [12'] shark,1927.01.03,1088,1,
1927,1927,,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,Unprovoked,M,10,"FATAL, shoulder bitten ",Y,,1927.00.00.b,1087,1,
1926,24-Aug-26,,USA,New Jersey,"Seaside, Ocean County",Swimming,Unprovoked,M,18,FATAL,Y,,1926.08.24,1079,1,
1926,12-Jul-26,,USA,New Jersey,20 miles off Seabright,Fishing,Boating,M,,No injury to occupants,N,"""whiptail shark"" (thresher shark?)",1926.07.12,1077,1,
1926,18-May-26,,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,Unprovoked,M,,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y,"White shark, 3.8 m [12.5']  ",1926.05.18,1074,1,
1926,07-Apr-26,17h30,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,Unprovoked,F,,Right leg bitten thigh to heel,N,"According to Carlsmith, the shark's mouth was 3' wide",1926.04.07,1072,1,
1926,08-Jul-26, ,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,Unprovoked,M,15,Leg & hand lacerated and dog bitten,N,1.5 m [5'] white shark or sevengill shark,1926.07.08,1076,1,
1926,03-Jul-26,,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,Invalid,M,,No injury,N,2m shark,1926.07.03,1075,1,
1926,22-Apr-26,Night,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Fell overboard from SS Ripley Castle,Unprovoked,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,N,,1926.04.22,1073,1,
1926,1926,,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming to mail boat,Unprovoked,M,,No details,UNKNOWN,,1926.00.00.a,1065,1,
1926,26-Jan-26,,SOUTH AFRICA,Eastern Cape Province,Hamburg,Swimming,Unprovoked,M,,Thigh lacerated,N,"""a blue shark""",1926.01.26,1070,1,
1926,1926,,SINGAPORE,,Sea View Beach,Dived onto shark from floating stage,Unprovoked,F,,"FATAL, femoral artery severed ",Y,,1926.00.00.b,1066,1,
1926,Reported 29-Oct-1926,,PAPUA NEW GUINEA,Central Province,Roku Point,Jumped into the water,Unprovoked,M,,"FATAL, abdomen bitten",Y,,1926.10.29.R,1083,1,
1926,Reported 06-Sep-1926,,PAPUA NEW GUINEA,,Near Port Moresby,Jumped out of canoe,Unprovoked,M,,FATAL,Y,,1926.09.06.R,1080,1,
1926,1926,,NEW ZEALAND,Cook Islands,Rarotonga,Shark hoisted on board liner Tahiti,Provoked,M,,"Struck on head by shark�s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N,,1926.00.00.c,1067,1,
1926,Summer of 1926,,MONACO,Bay of Monaco,,,Unprovoked,M,,FATAL,Y,,1926.00.00.d,1068,1,
1926,23-Jul-26,11h00,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,Unprovoked,M,20,"FATAL, body was not recovered",Y,Said to involve 6 to 7 m [20' to 23'] white shark,1926.07.23,1078,1,
1926,23-Oct-26,01h30,BERMUDA,,18 miles southwest of Bermuda ,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,Sea Disaster,,,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N,,1926.10.23.a,1081,1,
1926,Jan-26,,AUSTRALIA,Victoria,,,Unprovoked,M,,Leg lacerated,N,,1926.01.00,1069,1,
1926,Reported 02-Dec-1926,,AUSTRALIA,Torres Strait,Palm Island,Diving for trochus,Unprovoked,M,,FATAL,Y,,1926.12.02.R,1085,1,
1926,17-Nov-26,,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,Unprovoked,M,,Arm injured,N,,1926.11.17,1084,1,
1926,17-Mar-26,15h45,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming ,Unprovoked,F,,FATAL,Y,"White shark, 3.7 m [12']  ",1926.03.17,1071,1,
1926,23-Oct-26,Afternoon,AUSTRALIA,New South Wales,Clarence River,Bathing,Unprovoked,M,17,"3"" laceration to leg",N,"Grey nurse shark, 4'",1926.10.23.b,1082,1,
1925,02-Aug-25,,USA,South Carolina,"Folly Island, near Charleston",Swimming,Unprovoked,F,,"Multiple lacerations on both thighs, right buttock and hip",N,,1925.08.02,1059,1,
1925,Nov-25,,USA,Puerto Rico,"Condado Beach, San Juan",,Unprovoked,,,Laceration across abdomen,N,,1925.11.00.b,1063,1,
1925,Nov-25,,USA,Puerto Rico,"Condado Beach, San Juan",,Unprovoked,M,,Both calves lacerated,N,,1925.11.00.a,1062,1,
1925,May-25,,USA,Puerto Rico,"Condado Beach, San Juan",,Unprovoked,M,,"Right arm nearly severed at shoulder, left wrist lacerated",N,,1925.05.00,1057,1,
